PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS
Pascal Laberge,-,18,C,Right,PHI,Entry-Level,18,,3,UFANo QO,2021,"$842,500","$925,000",$0,"-$92,500","$92,500",$0
Ádám Vay,-,22,G,Left,MIN,Entry-Level,22,,2,UFANo QO,2018,"$842,500","$925,000","$842,500","$750,000","$92,500","$82,500"
Nick Lappin,-,23,RW,Right,NJD,Entry-Level,23,,2,RFA,2018,"$842,500","$925,000","$842,500","$750,000","$92,500","$82,500"
Evan Rodrigues,FLA,22,"LW, C",Right,BUF,Entry-Level,22,,2,RFA,2017,"$842,500","$925,000","$842,500","$750,000","$92,500","$82,500"
Bogdan Yakimov,-,21,C,Left,EDM,Entry-Level,20,,3,RFA,2017,"$842,500","$925,000","$892,500","$800,000","$92,500","$32,500"
Nick Cousins,FLA,22,"LW, C",Left,PHI,Standard (2-way),22,,1,RFA,2017,"$840,000","$840,000","$840,000","$840,000",$0,$0
Mitchell Stephens,MTL,19,C,Right,TBL,Entry-Level,19,,3,RFA,2020,"$839,167","$925,000",$0,"-$92,500","$92,500",$0
Brendan Lemieux,CAR,20,"LW, RW",Left,WPG,Entry-Level,19,,3,RFA,2019,"$839,167","$1,039,167","$792,500","$700,000","$92,500","$200,000"
Christian Dvorak,MTL,20,C,Left,ARI,Entry-Level,19,,3,RFA,2019,"$839,167","$1,106,667","$792,500","$700,000","$92,500","$345,000"
Artturi Lehkonen,COL,20,"LW, RW",Left,MTL,Entry-Level,20,,3,RFA,2019,"$839,166","$925,000","$667,500","$575,000","$92,500","$257,500"
Yan-Pavel Laplante,-,21,C,Left,VAN,Entry-Level,21,,3,UFANo QO,2019,"$836,667","$925,000","$792,500","$700,000","$92,500","$132,500"
Dillon Simpson,-,23,LD,Left,EDM,Entry-Level,21,,3,RFA,2017,"$836,667","$925,000","$925,000","$832,500","$92,500",$0
Brady Brassart,-,23,C,Left,MIN,Entry-Level,21,,3,UFANo QO,2017,"$836,666","$925,000","$925,000","$832,500","$92,500",$0
Vladislav Kamenev,COL,19,C,Left,NSH,Entry-Level,19,,3,RFA,2019,"$833,333","$894,167","$742,500","$650,000","$92,500","$182,500"
Matthew Finn,-,22,LD,Left,TOR,Entry-Level,19,,3,UFANo QO,2017,"$827,500","$894,167","$832,500","$832,500",$0,$0
Micheal Ferland,-,24,"LW, RW",Left,CGY,Standard (1-way),23,,2,RFA,2017,"$825,000","$825,000","$900,000","$900,000",$0,$0
Josh Manson,COL,24,RD,Right,ANA,Standard (1-way),23,,2,RFA,2018,"$825,000","$825,000","$825,000","$825,000",$0,$0
Trevor van Riemsdyk,WSH,24,RD,Right,CHI,Standard (1-way),23,,2,RFA,2018,"$825,000","$825,000","$750,000","$750,000",$0,$0
Mason McDonald,-,20,G,Right,CGY,Entry-Level,19,,3,UFANo QO,2019,"$822,500","$894,167","$792,500","$700,000","$92,500","$132,500"
Michael Downing,-,21,LD,Left,FLA,Entry-Level,21,,3,UFANo QO,2019,"$820,000","$925,000","$742,500","$650,000","$92,500","$182,500"
Markus Nutivaara,-,22,LD/RD,Left,CBJ,Entry-Level,22,,2,RFA,2018,"$817,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Austin Czarnik,DET,23,"C, RW",Right,BOS,Entry-Level,22,,2,RFA,2017,"$817,500","$925,000","$842,500","$750,000","$92,500","$82,500"
Linus Arnesson,-,21,LD,Left,BOS,Entry-Level,20,,3,RFA,2017,"$817,500","$925,000","$867,500","$775,000","$92,500","$57,500"
Phillip Di Giuseppe,VAN,22,LW,Left,CAR,Entry-Level,20,,3,RFA,2017,"$817,500","$925,000","$867,500","$775,000","$92,500","$57,500"
Mikael Wikstrand,-,22,LD,Left,OTT,Entry-Level,20,,3,RFA,2017,"$813,333","$836,667","$880,000","$800,000","$80,000",$0
Teemu Pulkkinen,-,24,LW,Right,DET,Standard (1-way),24,,1,RFA,2017,"$812,500","$812,500","$812,500","$812,500",$0,$0
Cédric Paquette,-,22,"C, LW, RW",Left,TBL,Standard (1-way),22,,2,RFA,2018,"$812,500","$812,500","$800,000","$800,000",$0,$0
Nate Schmidt,WPG,24,LD/RD,Left,WSH,Standard (1-way),23,,2,RFA,2017,"$812,500","$812,500","$875,000","$875,000",$0,$0
Artemi Panarin,NYR,24,LW,Right,CHI,Entry-Level,23,,2,RFA,2017,"$812,500","$3,500,000","$925,000","$832,500","$92,500","$2,575,000"
Alex Nedeljkovic,PIT,20,G,Left,CAR,Entry-Level,19,,3,RFA,2019,"$811,667","$894,167","$792,500","$700,000","$92,500","$132,500"
John Quenneville,-,20,"LW, C",Left,NJD,Entry-Level,19,,3,RFA,2019,"$811,667","$894,167","$842,500","$750,000","$92,500","$82,500"
Brock McGinn,ANA,22,"LW, RW",Left,CAR,Entry-Level,19,,3,RFA,2017,"$811,667","$894,167","$800,000","$800,000",$0,"$32,500"
Alex DeBrincat,DET,18,"LW, RW",Right,CHI,Entry-Level,18,,3,RFA,2020,"$809,167","$925,000",$0,"-$92,500","$92,500",$0
Dryden Hunt,CGY,20,"LW, RW",Left,FLA,Entry-Level,20,,3,RFA,2019,"$809,167","$925,000","$742,500","$650,000","$92,500","$182,500"
Brett Pesce,CAR,21,RD,Right,CAR,Entry-Level,20,,3,RFA,2018,"$809,167","$925,000","$792,500","$700,000","$92,500","$132,500"
Sean Kuraly,CBJ,23,"C, LW",Left,BOS,Entry-Level,23,,2,RFA,2018,"$808,750","$925,000","$692,500","$600,000","$92,500","$232,500"
Adam Wilcox,-,23,G,Left,TBL,Entry-Level,22,,2,UFANo QO,2017,"$808,750","$925,000","$925,000","$832,500","$92,500",$0
Jonny Brodzinski,NYR,23,C,Right,LAK,Entry-Level,22,,2,RFA,2017,"$808,750","$925,000","$925,000","$832,500","$92,500",$0
Ryan Gropp,-,19,LW,Left,NYR,Entry-Level,18,,3,UFANo QO,2020,"$808,333","$894,167",$0,"-$92,500","$92,500",$0
Dominik Masin,-,20,LD,Left,TBL,Entry-Level,19,,3,RFA,2019,"$808,333","$894,167","$667,500","$575,000","$92,500","$257,500"
Jordan Kyrou,STL,18,RW,Right,STL,Entry-Level,18,,3,RFA,2021,"$803,333","$925,000",$0,"-$92,500","$92,500",$0
Robin Kovacs,-,19,RW,Left,NYR,Entry-Level,19,,3,RFA,2019,"$803,333","$925,000","$742,500","$650,000","$92,500","$182,500"
Adam Tambellini,-,21,C,Left,NYR,Entry-Level,20,,3,UFANo QO,2018,"$803,333","$925,000","$742,500","$650,000","$92,500","$182,500"
Nick Sörensen,-,21,RW,Right,ANA,Entry-Level,20,,3,RFA,2017,"$803,333","$925,000","$925,000","$832,500","$92,500",$0
Jonathon Martin,-,20,LW,Right,SJS,Entry-Level,20,,3,UFANo QO,2019,"$800,833","$925,000","$717,500","$625,000","$92,500","$207,500"
Gabriel Bourque,-,25,"RW, LW",Left,COL,Standard (2-way),26,,1,RFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Dylan McIlrath,WSH,24,RD,Right,NYR,Standard (1-way),24,,1,UFAGroup 6,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Joe Morrow,-,23,RD,Left,BOS,Standard (1-way),23,,1,UFANo QO,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Sergei Kalinin,-,25,RW,Left,NJD,Standard (1-way),25,,1,UFANo QO,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Steve Ott,-,33,"C, LW",Left,DET,Standard (1-way),33,,1,UFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Patrick Wiercioch,-,25,LD,Left,COL,Standard (1-way),25,,1,UFANo QO,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Jonas Gustavsson,-,31,G,Left,EDM,Standard (1-way),31,,1,UFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Michael Kostka,-,30,RD,Right,OTT,Standard (2-way),30,,1,UFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Alex Chiasson,-,25,RW,Right,CGY,Standard (1-way),25,,1,UFANo QO,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Ben Holmstrom,-,29,C,Right,NYI,Standard (2-way),29,,1,UFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Bracken Kearns,-,35,C,Left,NYI,35+ (2-way),35,,1,UFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Tom Pyatt,-,29,C,Left,OTT,Standard (2-way),29,,1,UFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Adam Chapie,-,24,RW,Right,NYR,Standard (2-way),24,,2,UFANo QO,2018,"$800,000","$800,000","$750,000","$650,000","$100,000",$0
Chris Wideman,MTL,26,RD,Right,OTT,Standard (1-way),26,,2,UFA,2018,"$800,000","$800,000","$800,000","$800,000",$0,$0
Taylor Chorney,-,29,RD,Left,WSH,Standard (1-way),28,,2,UFA,2018,"$800,000","$800,000","$775,000","$775,000",$0,$0
Andrew Desjardins,-,29,C,Left,CHI,Standard (1-way),28,,2,UFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Brian Dumoulin,SEA,24,LD,Left,PIT,Standard (1-way),23,,2,RFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Patrick McNally,-,24,LD,Left,SJS,Entry-Level,23,,2,UFANo QO,2017,"$800,000","$900,000","$900,000","$810,000","$90,000",$0
Greg Pateryn,-,26,RD,Right,MTL,Standard (1-way),25,,2,UFA,2018,"$800,000","$800,000","$750,000","$750,000",$0,$0
Curtis McElhinney,-,33,G,Left,CBJ,Standard (1-way),32,,2,UFA,2017,"$800,000","$800,000","$800,000","$800,000",$0,$0
Ryan MacInnis,-,20,C,Left,ARI,Entry-Level,19,,3,RFA,2019,"$797,500","$894,167","$717,500","$625,000","$92,500","$207,500"
Kevin Rooney,CGY,23,C,Left,NJD,Entry-Level,23,,1,RFA,2017,"$796,429","$796,429","$625,000","$575,000","$50,000",$0
Matthew Peca,STL,23,"LW, C",Left,TBL,Entry-Level,22,,2,RFA,2017,"$796,250","$925,000","$925,000","$832,500","$92,500",$0
Keaton Thompson,-,20,LD,Left,ANA,Entry-Level,20,,3,UFANo QO,2019,"$795,000","$925,000","$692,500","$600,000","$92,500","$232,500"
Gustav Olofsson,SEA,21,LD,Left,MIN,Entry-Level,19,,3,10.2(c),2017,"$795,000","$925,000","$925,000","$832,500","$92,500",$0
Marcus Pettersson,PIT,20,LD,Left,ANA,Entry-Level,19,,3,RFA,2019,"$794,167","$894,167","$725,000","$632,500","$92,500","$200,000"
Carter Hart,PHI,17,G,Left,PHI,Entry-Level,17,,3,RFA,2021,"$792,500","$925,000",$0,"-$92,500","$92,500",$0
Yohann Auvitu,-,26,"LD, LW",Left,NJD,Entry-Level,27,,1,UFA,2017,"$792,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Linus Hultström,-,23,D,Right,FLA,Entry-Level,23,,2,RFA,2018,"$792,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Sam Anas,-,23,C,Right,MIN,Entry-Level,23,,2,RFA,2018,"$792,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Mario Lucia,-,22,LW,Left,MIN,Entry-Level,22,,2,UFANo QO,2018,"$792,500","$925,000","$767,500","$675,000","$92,500","$157,500"
Jordan Maletta,-,21,C,Right,CBJ,Entry-Level,21,,3,RFA,2019,"$792,500","$925,000","$692,500","$600,000","$92,500","$232,500"
Jere Sallinen,-,25,LW,Left,EDM,Entry-Level,25,,1,RFA,2017,"$792,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Noel Acciari,PIT,24,"C, RW",Right,BOS,Entry-Level,23,,2,RFA,2017,"$792,500","$925,000","$892,500","$800,000","$92,500","$32,500"
Frank Vatrano,ANA,22,"LW, RW",Left,BOS,Entry-Level,21,,3,RFA,2018,"$792,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Justin Hickman,-,22,RW,Right,BOS,Entry-Level,21,,3,UFANo QO,2018,"$792,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Brandon Carlo,BOS,19,RD,Right,BOS,Entry-Level,18,,3,RFA,2019,"$789,167","$894,167","$717,500","$625,000","$92,500","$207,500"
Ryan Murphy,-,23,RD,Right,CAR,Standard (1-way),23,,2,RFA,2018,"$787,500","$787,500","$750,000","$750,000",$0,$0
Rasmus Andersson,CGY,19,RD,Right,CGY,Entry-Level,18,,3,RFA,2020,"$786,667","$894,167",$0,"-$92,500","$92,500",$0
Michael Mersch,-,23,LW,Left,LAK,Entry-Level,21,,3,RFA,2017,"$786,667","$925,000","$925,000","$832,500","$92,500",$0
Jaycob Megna,CHI,23,LD,Left,ANA,Entry-Level,21,,3,RFA,2017,"$786,667","$925,000","$925,000","$832,500","$92,500",$0
Anton Blidh,NYR,21,"LW, RW",Left,BOS,Entry-Level,20,,3,RFA,2018,"$784,167","$925,000","$792,500","$700,000","$92,500","$132,500"
Pontus Åberg,-,22,"RW, LW",Right,NSH,Entry-Level,20,,3,RFA,2017,"$780,833","$925,000","$842,500","$750,000","$92,500","$82,500"
Taylor Leier,-,22,LW,Left,PHI,Entry-Level,19,,3,RFA,2017,"$779,617","$825,050","$768,150","$768,150",$0,$0
Michael Brodzinski,-,21,D,Right,SJS,Entry-Level,21,,3,UFANo QO,2019,"$778,333","$925,000","$667,500","$575,000","$92,500","$257,500"
Paul Bittner,-,19,LW,Left,CBJ,Entry-Level,18,,3,UFANo QO,2020,"$778,333","$894,167",$0,"-$92,500","$92,500",$0
Rinat Valiev,-,21,LD,Left,TOR,Entry-Level,19,,3,RFA,2018,"$778,333","$894,167","$842,500","$750,000","$92,500","$82,500"
Carter Verhaeghe,FLA,20,LW,Left,TOR,Entry-Level,19,,3,RFA,2018,"$778,333","$894,167","$842,500","$750,000","$92,500","$82,500"
Vitaly Abramov,OTT,18,LW,Left,CBJ,Entry-Level,18,,3,RFA,2021,"$775,833","$925,000",$0,"-$92,500","$92,500",$0
Kyle Capobianco,WPG,18,LD,Left,ARI,Entry-Level,19,,3,RFA,2020,"$775,833","$925,000",$0,"-$92,500","$92,500",$0
Aleksi Saarela,FLA,19,"C, LW",Left,CAR,Entry-Level,19,,3,RFA,2020,"$775,833","$925,000",$0,"-$92,500","$92,500",$0
Andreas Englund,LAK,20,LD,Left,OTT,Entry-Level,20,,3,RFA,2019,"$775,833","$925,000","$742,500","$650,000","$92,500","$182,500"
Christoph Bertschy,-,22,C,Right,MIN,Entry-Level,21,,3,RFA,2018,"$775,833","$925,000","$742,500","$650,000","$92,500","$182,500"
Linus Ullmark,BOS,22,G,Left,BUF,Entry-Level,21,,3,RFA,2017,"$775,833","$925,000","$892,500","$800,000","$92,500","$32,500"
Oscar Dansk,CGY,22,G,Left,CBJ,Entry-Level,20,,3,UFANo QO,2017,"$775,833","$925,000","$792,500","$700,000","$92,500","$132,500"
Emerson Etem,-,23,"LW, RW",Left,VAN,Standard (1-way),23,,1,UFANo QO,2017,"$775,000","$775,000","$775,000","$775,000",$0,$0
Nicolas Deslauriers,PHI,25,"LW, RW",Left,BUF,Standard (1-way),25,,2,UFA,2018,"$775,000","$775,000","$775,000","$775,000",$0,$0
Tim Heed,-,25,RD,Right,SJS,Standard (2-way),25,,1,10.2(c),2017,"$775,000","$775,000","$775,000","$675,000","$100,000",$0
Ludwig Byström,-,21,LD,Left,DAL,Entry-Level,18,,3,RFA,2017,"$775,000","$863,333","$832,500","$832,500",$0,$0
Brandon Halverson,-,20,G,Left,NYR,Entry-Level,19,,3,UFANo QO,2019,"$772,500","$894,167","$742,500","$650,000","$92,500","$182,500"
Anthony Duclair,TBL,20,"LW, RW",Left,NYR,Entry-Level,19,,3,RFA,2017,"$772,500","$894,167","$832,500","$832,500",$0,$0
Dillon Heatherington,OTT,21,LD,Left,CBJ,Entry-Level,20,,3,RFA,2018,"$770,833","$925,000","$792,500","$700,000","$92,500","$132,500"
Jérémy Lauzon,NSH,19,LD/RD,Left,BOS,Entry-Level,18,,3,RFA,2020,"$770,000","$894,167",$0,"-$92,500","$92,500",$0
Jesse Gabrielle,-,19,LW,Left,BOS,Entry-Level,19,,3,RFA,2020,"$767,500","$925,000",$0,"-$92,500","$92,500",$0
Daniel Renouf,BOS,22,LD,Left,DET,Entry-Level,22,,2,UFANo QO,2018,"$767,500","$925,000","$692,500","$600,000","$92,500","$232,500"
Dean Kukan,-,22,LD/RD,Left,CBJ,Entry-Level,22,,2,RFA,2017,"$767,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Oliver Kylington,CGY,19,LD/RD,Left,CGY,Entry-Level,18,,3,RFA,2020,"$761,667","$894,167",$0,"-$92,500","$92,500",$0
Yakov Trenin,COL,19,"LW, C",Left,NSH,Entry-Level,18,,3,RFA,2020,"$761,667","$894,167",$0,"-$92,500","$92,500",$0
Filip Chlapik,-,19,C,Left,OTT,Entry-Level,19,,3,RFA,2020,"$759,167","$925,000",$0,"-$92,500","$92,500",$0
Nicolas Petan,NYR,21,"C, LW, RW",Left,WPG,Entry-Level,18,,3,RFA,2018,"$758,333","$863,333","$750,000","$750,000",$0,"$82,500"
Cristoval Nieves,-,22,"C, LW",Left,NYR,Entry-Level,22,,2,RFA,2018,"$755,000","$925,000","$742,500","$650,000","$92,500","$182,500"
Jordan Subban,-,21,RD,Right,VAN,Entry-Level,20,,3,UFANo QO,2018,"$755,000","$925,000","$742,500","$650,000","$92,500","$182,500"
Chris Driedger,SEA,22,G,Left,OTT,Entry-Level,20,,3,RFA,2017,"$755,000","$800,000","$780,000","$700,000","$80,000","$20,000"
Anthony Stolarz,FLA,22,G,Left,PHI,Entry-Level,19,,3,RFA,2017,"$753,333","$894,167","$725,000","$725,000",$0,"$107,500"
Jacob Graves,-,21,RD,Right,CBJ,Entry-Level,21,,3,UFANo QO,2019,"$750,833","$925,000","$667,500","$575,000","$92,500","$257,500"
Justin Scott,-,20,"RW, C",Left,CBJ,Entry-Level,21,,3,RFA,2019,"$750,833","$925,000","$667,500","$575,000","$92,500","$257,500"
Carl Dahlström,-,21,LD,Left,CHI,Entry-Level,21,,3,RFA,2019,"$750,833","$925,000","$692,500","$600,000","$92,500","$232,500"
Andreas Johnsson,-,21,"LW, RW",Left,TOR,Entry-Level,20,,3,RFA,2018,"$750,833","$925,000","$742,500","$650,000","$92,500","$182,500"
Jhonas Enroth,-,28,G,Left,TOR,Standard (1-way),28,,1,UFA,2017,"$750,000","$750,000","$750,000","$750,000",$0,$0
Connor Carrick,SEA,22,RD,Right,TOR,Standard (1-way),22,,2,RFA,2018,"$750,000","$750,000","$650,000","$650,000",$0,$0
Keegan Lowe,-,23,LD,Left,CAR,Standard (2-way),23,,1,UFANo QO,2017,"$750,000","$750,000","$750,000","$750,000",$0,$0
Jordin Tootoo,-,33,RW,Right,CHI,Standard (1-way),33,,1,UFA,2017,"$750,000","$750,000","$750,000","$750,000",$0,$0
Ryan Dzingel,-,24,"LW, RW, C",Left,OTT,Standard (2-way),24,,1,RFA,2017,"$750,000","$750,000","$750,000","$750,000",$0,$0
Klas Dahlbeck,-,24,LD,Left,ARI,Standard (1-way),24,,1,RFA,2017,"$750,000","$750,000","$750,000","$750,000",$0,$0
Jonathan Marchessault,VGK,25,"RW, LW",Right,FLA,Standard (1-way),25,,2,UFA,2018,"$750,000","$750,000","$750,000","$750,000",$0,$0
Buddy Robinson,-,24,RW,Right,OTT,Standard (2-way),24,,1,UFAGroup 6,2017,"$750,000","$750,000","$750,000","$750,000",$0,$0
Sam Brittain,-,24,G,Left,FLA,Standard (2-way),24,,1,UFAGroup 6,2017,"$750,000","$750,000","$750,000","$750,000",$0,$0
Mark Barberio,-,26,LD,Left,MTL,Standard (1-way),26,,2,UFA,2018,"$750,000","$750,000","$800,000","$800,000",$0,$0
Mattias Backman,-,23,LD,Left,DAL,Standard (2-way),23,,1,UFANo QO,2017,"$750,000","$750,000","$750,000","$750,000",$0,$0
Steven Fogarty,MIN,23,"C, RW",Right,NYR,Entry-Level,23,,2,RFA,2018,"$750,000","$750,000","$750,000","$675,000","$75,000",$0
Viktor Svedberg,-,25,LD,Left,CHI,Standard (1-way),24,,2,UFA,2018,"$750,000","$750,000","$650,000","$650,000",$0,$0
Laurent Brossoit,WPG,23,G,Left,EDM,Standard (1-way),23,,2,UFAGroup 6,2018,"$750,000","$750,000","$650,000","$650,000",$0,$0
Alex Biega,-,28,RD,Right,VAN,Standard (1-way),27,,2,UFA,2018,"$750,000","$750,000","$700,000","$700,000",$0,$0
Brett Gallant,-,27,LW,Left,CBJ,Standard (2-way),26,,2,UFA,2017,"$750,000","$750,000","$750,000","$750,000",$0,$0
Philipp Grubauer,SEA,24,G,Left,WSH,Standard (1-way),23,,2,RFA,2017,"$750,000","$750,000","$850,000","$850,000",$0,$0
Cody Goloubef,-,26,RD,Right,CBJ,Standard (1-way),25,,2,UFA,2017,"$750,000","$750,000","$800,000","$800,000",$0,$0
Niklas Hansson,-,21,RD,Right,DAL,Entry-Level,21,,3,RFA,2019,"$745,833","$925,000","$667,500","$575,000","$92,500","$257,500"
Esa Lindell,DAL,22,LD,Left,DAL,Entry-Level,20,,3,RFA,2017,"$745,833","$925,000","$802,500","$710,000","$92,500","$122,500"
Julius Nattinen,-,19,C,Left,ANA,Entry-Level,18,,3,RFA,2020,"$745,000","$894,167",$0,"-$92,500","$92,500",$0
Roland McKeown,NSH,20,RD,Right,CAR,Entry-Level,19,,3,RFA,2019,"$745,000","$894,167","$717,500","$625,000","$92,500","$207,500"
Laurent Dauphin,-,21,C,Left,ARI,Entry-Level,19,,3,RFA,2018,"$745,000","$894,167","$767,500","$675,000","$92,500","$157,500"
Mathieu Joseph,OTT,19,"LW, RW",Left,TBL,Entry-Level,19,,3,RFA,2020,"$742,500","$925,000",$0,"-$92,500","$92,500",$0
Gabriel Gagné,-,19,RW,Right,OTT,Entry-Level,19,,3,UFANo QO,2019,"$742,500","$925,000","$692,500","$600,000","$92,500","$232,500"
Thomas DiPauli,-,22,"C, LW",Left,PIT,Entry-Level,22,,2,RFA,2018,"$742,500","$925,000","$692,500","$600,000","$92,500","$232,500"
John Gilmour,-,23,D,Left,NYR,Entry-Level,23,,2,RFA,2018,"$742,500","$925,000","$742,500","$650,000","$92,500","$182,500"
Justin Holl,DET,24,RD,Right,TOR,Entry-Level,24,,1,RFA,2017,"$742,500","$925,000","$742,500","$650,000","$92,500","$182,500"
Peter Cehlárik,-,20,"LW, RW",Left,BOS,Entry-Level,21,,3,RFA,2019,"$742,500","$925,000","$692,500","$600,000","$92,500","$232,500"
Daniel Vladar,CGY,18,G,Left,BOS,Entry-Level,19,,3,RFA,2020,"$742,500","$925,000",$0,"-$92,500","$92,500",$0
Malte Stromwall,-,21,RW,Right,NYR,Entry-Level,21,,2,RFA,2018,"$742,500","$925,000","$742,500","$650,000","$92,500","$182,500"
Matthew Spencer,-,19,D,Right,TBL,Entry-Level,19,,3,UFANo QO,2020,"$742,500","$925,000",$0,"-$92,500","$92,500",$0
Jaccob Slavin,CAR,22,LD,Left,CAR,Entry-Level,21,,3,RFA,2018,"$742,500","$925,000","$742,500","$742,500",$0,"$182,500"
Joonas Korpisalo,OTT,22,G,Left,CBJ,Entry-Level,20,,3,RFA,2017,"$742,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Dylan Blujus,-,22,RD,Right,TBL,Entry-Level,20,,3,UFANo QO,2017,"$742,500","$925,000","$792,500","$700,000","$92,500","$132,500"
Ivan Barbashev,VGK,20,"LW, RW",Left,STL,Entry-Level,18,,3,RFA,2019,"$741,667","$863,333","$742,500","$650,000","$92,500","$182,500"
AJ Greer,CGY,19,"RW, LW",Left,COL,Entry-Level,19,,3,RFA,2019,"$741,666","$825,000","$725,000","$650,000","$75,000","$100,000"
Calvin Thürkauf,CBJ,19,"C, LW",Left,CBJ,Entry-Level,19,,3,RFA,2020,"$738,333","$738,333",$0,"-$70,000","$70,000",$0
Mike Blunden,-,29,RW,Right,OTT,Standard (2-way),29,,2,UFA,2018,"$737,500","$737,500","$725,000","$725,000",$0,$0
Colton Hargrove,-,24,LW,Left,BOS,Entry-Level,23,,2,UFANo QO,2017,"$737,500","$775,000","$800,000","$725,000","$75,000",$0
Nikita Soshnikov,-,22,RW,Left,TOR,Entry-Level,21,,3,RFA,2018,"$736,666","$925,000","$742,500","$650,000","$92,500","$182,500"
Parker Wotherspoon,BOS,18,LD,Left,NYI,Entry-Level,18,,3,RFA,2020,"$735,833","$858,333",$0,"-$85,000","$85,000",$0
Adam Musil,-,19,C,Right,STL,Entry-Level,19,,3,RFA,2020,"$735,833","$858,333",$0,"-$85,000","$85,000",$0
Matt Nieto,PIT,23,"LW, RW",Left,SJS,Standard (1-way),23,,1,RFA,2017,"$735,000","$735,000","$735,000","$735,000",$0,$0
Kyle Platzer,-,21,RW,Right,EDM,Entry-Level,20,,3,UFANo QO,2018,"$735,000","$850,000","$735,000","$650,000","$85,000","$115,000"
Nathan Bastian,NJD,18,RW,Right,NJD,Entry-Level,18,,3,RFA,2021,"$734,167","$925,000",$0,"-$92,500","$92,500",$0
Sergey Zborovskiy,-,19,RD,Right,NYR,Entry-Level,19,,3,RFA,2020,"$734,167","$925,000",$0,"-$92,500","$92,500",$0
Jake Guentzel,CAR,21,"LW, RW",Left,PIT,Entry-Level,21,,3,RFA,2019,"$734,167","$925,000","$667,500","$575,000","$92,500","$257,500"
Mattias Janmark,EDM,23,"LW, RW",Left,DAL,Entry-Level,22,,2,RFA,2017,"$733,750","$800,000","$792,500","$700,000","$92,500","$132,500"
Maxime Lajoie,TOR,18,LD,Left,OTT,Entry-Level,18,,3,RFA,2021,"$730,000","$800,000",$0,"-$80,000","$80,000",$0
Ethan Prow,-,23,RD,Right,PIT,Entry-Level,23,,2,RFA,2018,"$730,000","$925,000","$692,500","$600,000","$92,500","$232,500"
Alex Lintuniemi,-,20,RD,Left,LAK,Entry-Level,20,,3,RFA,2018,"$729,167","$925,000","$717,500","$625,000","$92,500","$207,500"
Vince Dunn,SEA,19,LD/RD,Left,STL,Entry-Level,18,,3,RFA,2020,"$728,333","$894,167",$0,"-$92,500","$92,500",$0
Remi Elie,-,21,LW,Left,DAL,Entry-Level,19,,3,RFA,2018,"$728,333","$894,166","$767,500","$675,000","$92,500","$157,500"
Spencer Martin,CAR,21,G,Left,COL,Entry-Level,19,,3,RFA,2018,"$728,333","$894,166","$742,500","$650,000","$92,500","$182,500"
Daniel Altshuller,-,21,G,Left,CAR,Entry-Level,18,,3,UFANo QO,2017,"$728,333","$775,000","$725,000","$725,000",$0,$0
Givani Smith,SJS,18,"LW, RW",Left,DET,Entry-Level,18,,3,RFA,2021,"$725,833","$925,000",$0,"-$92,500","$92,500",$0
Filip Hronek,VAN,18,RD,Right,DET,Entry-Level,18,,3,RFA,2021,"$725,833","$925,000",$0,"-$92,500","$92,500",$0
Samuel Montembeault,MTL,19,G,Left,FLA,Entry-Level,19,,3,10.2(c),2019,"$725,833","$925,000","$667,500","$575,000","$92,500","$257,500"
Josh Jacobs,STL,20,RD,Right,NJD,Entry-Level,20,,3,RFA,2019,"$725,833","$925,000","$667,500","$575,000","$92,500","$257,500"
Adin Hill,VGK,20,G,Left,ARI,Entry-Level,20,,3,RFA,2019,"$725,833","$925,000","$667,500","$575,000","$92,500","$257,500"
Chandler Stephenson,VGK,22,"C, LW",Left,WSH,Entry-Level,20,,3,RFA,2017,"$725,833","$925,000","$842,500","$750,000","$92,500","$82,500"
Nikita Nesterov,-,23,LD,Left,TBL,Standard (1-way),23,,1,UFANo QO,2017,"$725,000","$725,000","$725,000","$725,000",$0,$0
