PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,season,Y_Salary_Cap_Percentage
Sidney Crosby,PIT,19,C,Left,PIT,Entry-Level,18,,3,RFA,2008,"$850,000","$3,700,000","$850,000","$765,000","$85,000","$2,850,000",2008,0.020884520884520884
Peter Mueller,-,19,C,Right,ARI,Entry-Level,19,,3,RFA,2010,"$850,000","$1,700,000","$850,000","$850,000",$0,"$850,000",2008,0.020884520884520884
Bobby Sanguinetti,-,19,RD,Right,NYR,Entry-Level,19,,3,RFA,2011,"$850,000","$883,333",$0,"-$85,000","$85,000",$0,2008,0.020884520884520884
Steve Bernier,-,22,RW,Right,SJS,Entry-Level,20,,3,RFA,2008,"$850,000","$1,183,333","$850,000","$750,000","$100,000","$262,500",2008,0.020884520884520884
Nikolai Kulemin,-,20,"LW, RW",Left,TOR,Entry-Level,21,,3,RFA,2010,"$850,000","$1,487,500","$850,000","$850,000",$0,"$212,500",2008,0.020884520884520884
Kyle Okposo,FLA,19,RW,Right,NYI,Entry-Level,19,,3,RFA,2011,"$850,000","$1,700,000",$0,"-$85,000","$85,000",$0,2008,0.020884520884520884
Tuukka Rask,-,20,G,Left,BOS,Entry-Level,24,,3,RFA,2010,"$850,000","$3,200,000","$850,000","$850,000",$0,"$2,350,000",2008,0.020884520884520884
Jordan Staal,CAR,18,"C, LW",Left,PIT,Entry-Level,17,,3,RFA,2009,"$850,000","$2,200,000","$850,000","$765,000","$85,000","$1,350,000",2008,0.020884520884520884
Carey Price,MTL,19,G,Left,MTL,Entry-Level,20,,3,RFA,2010,"$850,000","$2,200,000","$850,000","$850,000",$0,"$1,350,000",2008,0.020884520884520884
Erik Johnson,PHI,19,RD,Right,STL,Entry-Level,19,,3,RFA,2010,"$850,000","$3,700,000","$850,000","$850,000",$0,"$2,850,000",2008,0.020884520884520884
Semyon Varlamov,NYI,19,G,Left,WSH,Entry-Level,19,,3,RFA,2011,"$850,000","$850,000",$0,"-$85,000","$85,000",$0,2008,0.020884520884520884
Claude Giroux,OTT,19,"RW, C",Right,PHI,Entry-Level,19,,3,RFA,2011,"$850,000","$850,000",$0,"-$85,000","$85,000",$0,2008,0.020884520884520884
Martin Hanzal,-,20,C,Left,ARI,Entry-Level,20,,3,RFA,2010,"$850,000","$980,000","$850,000","$850,000",$0,"$130,000",2008,0.020884520884520884
Patrik Berglund,-,19,"C, LW",Left,STL,Entry-Level,19,,3,RFA,2011,"$850,000","$1,275,000",$0,"-$85,000","$85,000",$0,2008,0.020884520884520884
Ryan Craig,-,25,C,Left,TBL,Standard (1-way),25,,1,RFA,2008,"$850,000","$850,000","$850,000","$850,000",$0,$0,2008,0.020884520884520884
Jack Johnson,COL,20,LD,Left,LAK,Entry-Level,20,,3,RFA,2009,"$850,000","$2,150,000","$850,000","$765,000","$85,000","$1,950,000",2008,0.020884520884520884
Jack Skille,-,20,RW,Right,CHI,Entry-Level,20,,3,RFA,2010,"$850,000","$1,275,000","$850,000","$850,000",$0,"$425,000",2008,0.020884520884520884
Artem Anisimov,-,19,"C, LW",Left,NYR,Entry-Level,19,,3,RFA,2011,"$850,000","$850,000",$0,"-$85,000","$85,000",$0,2008,0.020884520884520884
Nicklas Bäckström,WSH,19,C,Left,WSH,Entry-Level,20,,3,RFA,2010,"$850,000","$2,400,000","$850,000","$850,000",$0,"$1,350,000",2008,0.020884520884520884
Jonathan Toews,-,19,C,Left,CHI,Entry-Level,19,,3,RFA,2010,"$850,000","$2,800,000","$850,000","$850,000",$0,"$1,750,000",2008,0.020884520884520884
James Sheppard,-,19,C,Left,MIN,Entry-Level,19,,3,RFA,2010,"$850,000","$1,400,000","$850,000","$850,000",$0,"$500,000",2008,0.020884520884520884
Jonas Hiller,-,25,G,Right,ANA,Entry-Level,25,,1,RFA,2008,"$850,000","$3,200,000","$850,000","$765,000","$85,000","$2,350,000",2008,0.020884520884520884
Benoit Pouliot,-,20,LW,Left,MIN,Entry-Level,20,,3,RFA,2009,"$850,000","$1,700,000","$850,000","$765,000","$85,000","$850,000",2008,0.020884520884520884
Vernon Fiddler,-,27,"C, LW",Left,NSH,Standard (1-way),27,,2,UFA,2009,"$850,000","$850,000","$800,000","$800,000",$0,$0,2008,0.020884520884520884
Christian Ehrhoff,-,24,LD,Left,SJS,Standard (1-way),24,,2,RFA,2008,"$850,000","$850,000","$900,000","$900,000",$0,$0,2008,0.020884520884520884
Ondrej Pavelec,-,19,G,Left,ATL,Entry-Level,20,,3,RFA,2010,"$850,000","$1,433,333","$850,000","$850,000",$0,"$400,000",2008,0.020884520884520884
Bryan Little,ARI,19,"C, RW",Right,ATL,Entry-Level,20,,3,RFA,2010,"$850,000","$900,000","$850,000","$850,000",$0,"$150,000",2008,0.020884520884520884
Phil Kessel,-,19,RW,Right,BOS,Entry-Level,18,,3,RFA,2009,"$850,000","$2,200,000","$850,000","$765,000","$85,000","$1,350,000",2008,0.020884520884520884
Andrew Cogliano,COL,20,LW,Left,EDM,Entry-Level,20,,3,RFA,2010,"$850,000","$1,133,333","$850,000","$850,000",$0,"$350,000",2008,0.020884520884520884
Dave Bolland,-,21,C,Right,CHI,Entry-Level,20,,3,RFA,2009,"$845,833","$845,833","$825,000","$625,000","$200,000",$0,2008,0.02078213759213759
Alex Goligoski,MIN,21,LD/RD,Left,PIT,Entry-Level,22,,2,RFA,2009,"$845,300","$984,200","$795,300","$500,000","$295,300","$188,900",2008,0.02076904176904177
Rob Schremp,-,21,C,Left,EDM,Entry-Level,19,,3,RFA,2009,"$841,667","$841,667","$860,000","$670,000","$190,000",$0,2008,0.02067977886977887
Jay Pandolfo,-,32,LW,Left,NJD,Standard (1-way),29,,4,UFA,2008,"$836,000","$836,000","$836,000","$836,000",$0,$0,2008,0.02054054054054054
Mike Green,-,21,RD,Right,WSH,Entry-Level,20,,3,RFA,2008,"$833,333","$833,333","$850,000","$650,000","$200,000",$0,2008,0.020475012285012285
Brent Burns,CAR,22,RD,Right,MIN,Standard (1-way),21,,2,RFA,2008,"$825,000","$825,000","$875,000","$875,000",$0,$0,2008,0.02027027027027027
Jason LaBarbera,-,27,G,Left,LAK,Standard (1-way),27,,2,UFA,2009,"$825,000","$825,000","$800,000","$800,000",$0,$0,2008,0.02027027027027027
Rene Bourque,-,25,LW,Left,CHI,Standard (1-way),24,,2,UFA,2008,"$825,000","$825,000","$900,000","$900,000",$0,$0,2008,0.02027027027027027
Kenndal McArdle,-,20,D,Left,FLA,Entry-Level,20,,3,RFA,2010,"$823,333","$823,333","$770,000","$770,000",$0,$0,2008,0.02022931203931204
Leland Irving,-,19,G,Left,CGY,Entry-Level,19,,3,RFA,2011,"$821,667","$1,221,667",$0,"-$85,000","$85,000",$0,2008,0.020188378378378377
Gilbert Brule,-,20,C,Right,CBJ,Entry-Level,18,,3,RFA,2009,"$821,667","$1,246,667","$850,000","$765,000","$85,000","$425,000",2008,0.020188378378378377
Ryan O'Marra,-,20,RW,Right,NYI,Entry-Level,19,,3,RFA,2010,"$821,667","$1,221,667","$850,000","$765,000","$85,000","$400,000",2008,0.020188378378378377
Ryan Parent,-,20,D,Left,NSH,Entry-Level,19,,3,RFA,2010,"$821,667","$855,000","$850,000","$765,000","$85,000",$0,2008,0.020188378378378377
Devin Setoguchi,-,20,RW,Right,SJS,Entry-Level,18,,3,RFA,2010,"$821,667","$1,246,667","$850,000","$850,000",$0,"$425,000",2008,0.020188378378378377
Jakub Kindl,-,20,LD,Left,DET,Entry-Level,20,,3,RFA,2010,"$821,667","$821,667","$850,000","$850,000",$0,$0,2008,0.020188378378378377
Michael Grabner,-,19,"LW, RW",Left,VAN,Entry-Level,18,,3,RFA,2011,"$821,667","$871,667",$0,"-$85,000","$85,000",$0,2008,0.020188378378378377
Anze Kopitar,LAK,19,C,Left,LAK,Entry-Level,18,,3,RFA,2009,"$821,667","$955,867","$850,000","$765,000","$85,000","$134,200",2008,0.020188378378378377
Trevor Lewis,LAK,20,"RW, C",Right,LAK,Entry-Level,19,,3,RFA,2010,"$821,667","$855,000","$850,000","$765,000","$85,000",$0,2008,0.020188378378378377
Derick Brassard,-,19,"C, LW",Left,CBJ,Entry-Level,18,,3,RFA,2010,"$821,667","$1,246,667","$850,000","$850,000",$0,"$425,000",2008,0.020188378378378377
Jiri Tlusty,-,19,C,Left,TOR,Entry-Level,18,,3,RFA,2010,"$821,667","$855,000","$850,000","$850,000",$0,"$100,000",2008,0.020188378378378377
Bobby Ryan,-,20,"RW, LW",Right,ANA,Entry-Level,19,,3,RFA,2010,"$821,667","$1,921,667","$850,000","$765,000","$85,000","$1,100,000",2008,0.020188378378378377
Jonathan Bernier,-,18,G,Left,LAK,Entry-Level,18,,3,RFA,2011,"$821,666","$871,666",$0,"-$85,000","$85,000",$0,2008,0.020188353808353807
Ty Wishart,-,19,D,Left,SJS,Entry-Level,19,,3,RFA,2011,"$816,667","$1,150,000",$0,"-$85,000","$85,000",$0,2008,0.020065528255528254
Jeff Tambellini,-,23,LW,Left,LAK,Entry-Level,21,,3,RFA,2008,"$816,033","$942,400","$882,700","$600,000","$282,700","$59,700",2008,0.02004995085995086
Chris Stewart,-,19,"RW, LW",Right,COL,Entry-Level,20,,3,RFA,2010,"$811,667","$850,000","$735,000","$735,000",$0,"$115,000",2008,0.019942678132678134
Shawn Matthias,-,19,"C, LW",Left,FLA,Entry-Level,19,,3,RFA,2011,"$801,667","$850,000",$0,"-$85,000","$85,000",$0,2008,0.019696977886977888
Jeff Hamilton,-,29,"C, RW",Right,CAR,Standard (1-way),29,,2,UFA,2009,"$800,000","$800,000","$800,000","$800,000",$0,$0,2008,0.019656019656019656
Mikael Tellqvist,-,27,G,Left,ARI,Standard (1-way),27,,2,UFA,2009,"$800,000","$800,000","$800,000","$800,000",$0,$0,2008,0.019656019656019656
Dennis Seidenberg,-,25,RD,Left,ARI,Standard (1-way),24,,2,UFA,2008,"$800,000","$800,000","$850,000","$850,000",$0,$0,2008,0.019656019656019656
Teddy Purcell,-,21,"RW, LW",Right,LAK,Entry-Level,22,,2,RFA,2009,"$800,000","$1,350,000","$750,000","$665,000","$85,000","$250,000",2008,0.019656019656019656
Marc Staal,PHI,20,LD,Left,NYR,Entry-Level,18,,3,RFA,2010,"$793,333","$826,667","$850,000","$850,000",$0,"$100,000",2008,0.019492211302211303
Matt Smaby,-,22,D,Left,TBL,Entry-Level,21,,3,RFA,2009,"$791,667","$791,667","$775,000","$550,000","$225,000",$0,2008,0.01945127764127764
Marcel Goc,-,23,C,Left,SJS,Standard (1-way),22,,2,RFA,2008,"$787,500","$787,500","$800,000","$800,000",$0,$0,2008,0.01934889434889435
Steve Ott,-,24,"C, LW",Left,DAL,Standard (1-way),23,,2,RFA,2008,"$787,500","$787,500","$800,000","$800,000",$0,$0,2008,0.01934889434889435
Trevor Daley,-,23,RD,Left,DAL,Standard (1-way),22,,2,RFA,2008,"$787,500","$787,500","$800,000","$800,000",$0,$0,2008,0.01934889434889435
Ryan Suter,DAL,22,LD,Left,NSH,Entry-Level,19,,3,RFA,2008,"$785,333","$785,333","$942,400","$942,400",$0,$0,2008,0.019295651105651106
Dion Phaneuf,-,22,LD,Left,CGY,Entry-Level,19,,3,RFA,2008,"$785,333","$785,333","$942,400","$942,400",$0,$0,2008,0.019295651105651106
Tom Gilbert,-,24,RD,Right,EDM,Entry-Level,23,,2,RFA,2008,"$782,500","$907,500","$835,000","$605,000","$230,000","$100,000",2008,0.019226044226044226
Joe Pavelski,DAL,22,RW,Right,SJS,Entry-Level,22,,2,RFA,2008,"$780,000","$850,000","$810,000","$560,000","$250,000","$40,000",2008,0.019164619164619166
Patrick Sharp,-,25,"LW, C",Right,CHI,Standard (1-way),24,,2,UFA,2008,"$775,000","$775,000","$825,000","$825,000",$0,$0,2008,0.019041769041769043
Jim Slater,-,24,C,Left,ATL,Standard (1-way),24,,2,RFA,2009,"$775,000","$775,000","$750,000","$750,000",$0,$0,2008,0.019041769041769043
Alexander Steen,-,23,"LW, RW, C",Left,TOR,Entry-Level,21,,3,RFA,2008,"$770,200","$883,933","$870,200","$600,000","$270,200","$30,400",2008,0.018923832923832925
Martins Karsums,-,21,RW,Right,BOS,Entry-Level,20,,3,RFA,2009,"$766,667","$766,667","$775,000","$575,000","$200,000",$0,2008,0.018837027027027026
David Krejci,-,21,C,Right,BOS,Entry-Level,20,,3,RFA,2009,"$766,667","$883,333","$775,000","$575,000","$200,000","$150,000",2008,0.018837027027027026
David Backes,-,23,"C, RW",Right,STL,Entry-Level,22,,2,RFA,2008,"$765,000","$887,500","$802,500","$575,000","$227,500","$90,000",2008,0.018796068796068797
Shane Hnidy,-,31,RD,Right,ANA,Standard (1-way),31,,2,UFA,2009,"$757,500","$757,500","$755,000","$755,000",$0,$0,2008,0.01861179361179361
David Tanabe,-,26,D,Right,CAR,Standard (1-way),26,,2,UFA,2009,"$750,000","$750,000","$600,000","$600,000",$0,$0,2008,0.018427518427518427
Erik Christensen,-,23,C,Left,PIT,Standard (1-way),23,,2,UFA,2009,"$750,000","$750,000","$750,000","$750,000",$0,$0,2008,0.018427518427518427
Matt Hunwick,-,22,LD,Left,BOS,Entry-Level,22,,2,RFA,2009,"$750,000","$750,000","$725,000","$550,000","$175,000",$0,2008,0.018427518427518427
Jeff Schultz,-,21,LD,Left,WSH,Entry-Level,19,,3,RFA,2009,"$750,000","$750,000","$775,000","$625,000","$150,000",$0,2008,0.018427518427518427
Brian Boyle,-,22,"LW, C",Left,LAK,Entry-Level,22,,2,RFA,2009,"$750,000","$835,000","$750,000","$500,000","$250,000","$85,000",2008,0.018427518427518427
Toby Enström,-,22,LD,Left,ATL,Entry-Level,22,,2,RFA,2009,"$750,000","$900,000","$750,000","$600,000","$150,000","$200,000",2008,0.018427518427518427
Braydon Coburn,-,22,LD,Left,ATL,Entry-Level,19,,3,RFA,2008,"$746,100","$746,100","$942,400","$942,400",$0,$0,2008,0.018331695331695333
Justin Abdelkader,-,20,"LW, RW",Left,DET,Entry-Level,21,,3,RFA,2010,"$740,000","$850,000","$850,000","$850,000",$0,$0,2008,0.01818181818181818
Ryan Getzlaf,-,22,C,Right,ANA,Entry-Level,19,,3,RFA,2008,"$739,733","$739,733","$623,200","$623,200",$0,$0,2008,0.018175257985257987
Ron Hainsey,-,26,RD,Left,CBJ,Standard (1-way),25,,2,RFA,2008,"$737,500","$737,500","$900,000","$900,000",$0,$0,2008,0.01812039312039312
Marc-Édouard Vlasic,SJS,20,LD/RD,Left,SJS,Entry-Level,19,,3,RFA,2009,"$735,000","$1,100,000","$735,000","$650,000","$85,000","$365,000",2008,0.018058968058968058
Jimmy Howard,-,23,G,Left,DET,Entry-Level,21,,3,RFA,2008,"$733,333","$733,333","$850,000","$600,000","$250,000",$0,2008,0.01801800982800983
Valtteri Filppula,-,23,"C, LW",Left,DET,Entry-Level,21,,3,RFA,2008,"$733,333","$733,333","$850,000","$600,000","$250,000",$0,2008,0.01801800982800983
Josh Harding,-,23,G,Right,MIN,Standard (1-way),23,,2,RFA,2009,"$725,000","$725,000","$700,000","$700,000",$0,$0,2008,0.017813267813267815
Mark Fistric,-,21,D,Left,DAL,Entry-Level,19,,3,RFA,2009,"$725,000","$783,333","$825,000","$625,000","$200,000","$25,000",2008,0.017813267813267815
Greg Zanon,-,27,D,Left,NSH,Standard (1-way),27,,2,UFA,2009,"$725,000","$725,000","$700,000","$700,000",$0,$0,2008,0.017813267813267815
Brooks Laich,-,24,"C, LW",Left,WSH,Standard (1-way),24,,1,RFA,2008,"$725,000","$725,000","$725,000","$725,000",$0,$0,2008,0.017813267813267815
Bryan Bickell,-,21,LW,Left,CHI,Entry-Level,20,,3,RFA,2009,"$716,667","$716,667","$725,000","$575,000","$150,000",$0,2008,0.017608525798525797
Torrey Mitchell,-,22,"C, RW",Right,SJS,Entry-Level,22,,2,RFA,2009,"$715,000","$725,000","$715,000","$500,000","$215,000","$10,000",2008,0.01756756756756757
Stefan Legein,-,18,C,Right,CBJ,Entry-Level,18,,3,RFA,2012,"$712,500","$875,000",$0,"-$87,500","$87,500",$0,2008,0.017506142506142505
Paul Gaustad,-,25,"C, LW",Left,BUF,Standard (1-way),24,,2,RFA,2008,"$712,500","$712,500","$750,000","$750,000",$0,$0,2008,0.017506142506142505
Rob Scuderi,-,28,LD,Left,PIT,Standard (1-way),28,,2,UFA,2009,"$712,500","$712,500","$700,000","$700,000",$0,$0,2008,0.017506142506142505
Jamie McGinn,-,18,"LW, RW",Left,SJS,Entry-Level,19,,3,RFA,2011,"$710,000","$1,025,000",$0,"-$85,000","$85,000",$0,2008,0.017444717444717445
T.J. Hensick,-,21,RW,Right,COL,Entry-Level,21,,3,RFA,2010,"$706,667","$850,000","$585,000","$585,000",$0,"$265,000",2008,0.01736282555282555
Mike Blunden,-,20,RW,Right,CHI,Entry-Level,20,,3,RFA,2009,"$701,667","$1,583,333","$685,000","$600,000","$85,000","$865,000",2008,0.01723997542997543
Matt Bradley,-,29,"RW, LW",Right,WSH,Standard (1-way),28,,2,UFA,2008,"$700,000","$700,000","$700,000","$700,000",$0,$0,2008,0.0171990171990172
Sami Lepisto,-,22,D,Left,WSH,Entry-Level,22,,2,RFA,2009,"$700,000","$700,000","$725,000","$725,000",$0,$0,2008,0.0171990171990172
Dominic Moore,-,26,"C, LW",Left,PIT,Standard (1-way),25,,2,UFA,2008,"$700,000","$700,000","$700,000","$700,000",$0,$0,2008,0.0171990171990172
Peter Budaj,-,24,G,Left,COL,Standard (1-way),23,,3,RFA,2009,"$700,000","$700,000","$700,000","$700,000",$0,$0,2008,0.0171990171990172
Eric Nystrom,-,24,"LW, RW",Left,CGY,Standard (2-way),24,,1,RFA,2008,"$693,500","$693,500","$693,500","$693,500",$0,$0,2008,0.01703931203931204
Mason Raymond,-,21,LW,Left,VAN,Entry-Level,21,,3,RFA,2010,"$693,333","$883,333","$635,000","$550,000","$85,000","$315,000",2008,0.017035208845208843
Blake Comeau,-,21,"RW, LW",Right,NYI,Entry-Level,20,,3,RFA,2009,"$691,667","$691,667","$700,000","$500,000","$200,000",$0,2008,0.016994275184275185
Michal Repik,-,18,RW,Right,FLA,Entry-Level,18,,3,RFA,2012,"$687,500","$875,000",$0,"-$87,500","$87,500",$0,2008,0.016891891891891893
Mike Lundin,-,22,LD,Left,TBL,Entry-Level,22,,2,RFA,2009,"$687,500","$687,500","$637,500","$550,000","$87,500",$0,2008,0.016891891891891893
Mikhail Grabovski,-,23,"C, RW",Left,MTL,Entry-Level,22,,2,RFA,2008,"$687,500","$725,000","$700,000","$500,000","$200,000",$0,2008,0.016891891891891893
Dustin Kohn,-,20,D,Left,NYI,Entry-Level,20,,3,RFA,2010,"$686,667","$686,667","$640,000","$640,000",$0,$0,2008,0.016871425061425062
Mark Letestu,-,22,"C, RW",Right,PIT,Entry-Level,22,,2,RFA,2009,"$685,000","$850,000","$635,000","$550,000","$85,000","$215,000",2008,0.01683046683046683
Trevor Smith,-,22,C,Left,NYI,Entry-Level,22,,2,RFA,2009,"$685,000","$912,500","$685,000","$600,000","$85,000","$215,000",2008,0.01683046683046683
Carl Söderberg,-,21,"C, LW",Left,STL,Entry-Level,20,,3,RFA,2009,"$680,000","$680,000","$680,000","$680,000",$0,$0,2008,0.016707616707616706
Jim O'Brien,-,18,C,Right,OTT,Entry-Level,18,,3,RFA,2012,"$679,167","$875,000",$0,"-$87,500","$87,500",$0,2008,0.01668714987714988
Nick Foligno,CHI,19,"LW, C, RW",Left,OTT,Entry-Level,20,,3,RFA,2010,"$676,667","$850,000","$585,000","$585,000",$0,"$265,000",2008,0.016625724815724816
Jason Ward,-,28,RW,Right,TBL,Standard (1-way),28,,2,UFA,2009,"$675,000","$675,000","$650,000","$650,000",$0,$0,2008,0.016584766584766583
Andy Hilbert,-,26,C,Left,NYI,Standard (1-way),26,,2,UFA,2009,"$675,000","$675,000","$650,000","$650,000",$0,$0,2008,0.016584766584766583
Ole-Kristian Tollefsen,-,23,D,Left,CBJ,Standard (1-way),23,,2,UFA,2009,"$675,000","$675,000","$600,000","$600,000",$0,$0,2008,0.016584766584766583
Jay McClement,-,24,C,Left,STL,Standard (1-way),23,,2,RFA,2008,"$675,000","$675,000","$700,000","$700,000",$0,$0,2008,0.016584766584766583
Matt Niskanen,-,20,RD,Right,DAL,Entry-Level,20,,3,RFA,2010,"$675,000","$850,000","$585,000","$585,000",$0,"$265,000",2008,0.016584766584766583
Troy Brouwer,-,21,"LW, RW",Right,CHI,Entry-Level,21,,3,RFA,2009,"$675,000","$675,000","$675,000","$575,000","$100,000",$0,2008,0.016584766584766583
Corey Crawford,-,22,G,Left,CHI,Entry-Level,20,,3,RFA,2008,"$675,000","$891,667","$700,000","$600,000","$100,000","$250,000",2008,0.016584766584766583
Maxime Talbot,-,23,"C, LW",Left,PIT,Standard (1-way),24,,2,RFA,2009,"$675,000","$675,000","$650,000","$650,000",$0,$0,2008,0.016584766584766583
Josh Godfrey,-,19,D,Right,WSH,Entry-Level,19,,3,RFA,2011,"$670,833","$875,000",$0,"-$87,500","$87,500",$0,2008,0.01648238329238329
Chad Denny,-,20,D,Left,ATL,Entry-Level,20,,3,RFA,2010,"$668,333","$668,333","$635,000","$635,000",$0,$0,2008,0.01642095823095823
Drew Miller,-,23,"LW, RW",Left,ANA,Entry-Level,22,,2,RFA,2008,"$665,000","$677,500","$677,500","$475,000","$202,500",$0,2008,0.01633906633906634
Daniel Cleary,-,28,RW,Left,DET,Standard (1-way),27,,2,UFA,2008,"$662,500","$662,500","$675,000","$675,000",$0,$0,2008,0.016277641277641277
Tyler Plante,-,20,G,Left,FLA,Entry-Level,20,,3,RFA,2010,"$660,000","$660,000","$610,000","$610,000",$0,$0,2008,0.016216216216216217
Karri Ramo,-,21,G,Left,TBL,Entry-Level,20,,3,RFA,2009,"$658,333","$658,333","$650,000","$500,000","$150,000",$0,2008,0.016175257985257985
Cory Emmerton,-,19,C,Left,DET,Entry-Level,19,,3,RFA,2011,"$651,667","$850,000",$0,"-$85,000","$85,000",$0,2008,0.016011474201474203
Noah Welch,-,24,LD,Left,FLA,Standard (1-way),25,,2,RFA,2009,"$650,000","$650,000","$550,000","$550,000",$0,$0,2008,0.01597051597051597
Brett Lebda,-,25,LW,Left,DET,Standard (1-way),24,,4,UFA,2010,"$650,000","$650,000","$550,000","$550,000",$0,$0,2008,0.01597051597051597
Byron Bitz,-,22,RW,Right,BOS,Entry-Level,23,,2,RFA,2009,"$650,000","$740,000","$625,000","$500,000","$125,000","$80,000",2008,0.01597051597051597
Boyd Gordon,-,23,C,Right,WSH,Standard (1-way),22,,2,RFA,2008,"$650,000","$650,000","$650,000","$650,000",$0,$0,2008,0.01597051597051597
James Wisniewski,-,23,RD,Right,CHI,Standard (1-way),23,,1,RFA,2008,"$650,000","$650,000","$650,000","$650,000",$0,$0,2008,0.01597051597051597
Andrej Sekera,-,21,LD/RD,Left,BUF,Entry-Level,20,,3,RFA,2009,"$650,000","$675,000","$658,000","$475,000","$183,000",$0,2008,0.01597051597051597
James Neal,-,19,"RW, LW",Left,DAL,Entry-Level,19,,3,RFA,2010,"$646,667","$821,667","$585,000","$585,000",$0,"$265,000",2008,0.01588862407862408
Tomas Kana,-,19,C,Right,STL,Entry-Level,20,,3,RFA,2010,"$643,333","$643,333","$585,000","$585,000",$0,$0,2008,0.015806707616707615
Paul Stastny,-,21,"C, LW",Left,COL,Entry-Level,20,,3,RFA,2009,"$643,333","$850,000","$685,000","$600,000","$85,000","$165,000",2008,0.015806707616707615
Niklas Hjalmarsson,-,20,LD/RD,Left,CHI,Entry-Level,20,,3,RFA,2010,"$643,333","$643,333","$620,000","$620,000",$0,$0,2008,0.015806707616707615
Loui Eriksson,-,21,"LW, RW",Left,DAL,Entry-Level,20,,3,RFA,2008,"$641,667","$725,000","$650,000","$475,000","$175,000","$50,000",2008,0.015765773955773957
Riley Holzapfel,-,18,C,Left,ATL,Entry-Level,19,,3,RFA,2010,"$640,000","$821,667","$635,000","$550,000","$85,000","$215,000",2008,0.015724815724815724
Mathieu Carle,-,19,D,Right,MTL,Entry-Level,20,,3,RFA,2010,"$635,000","$635,000","$585,000","$585,000",$0,$0,2008,0.015601965601965601
Philip Gogulla,-,19,LW,Left,BUF,Entry-Level,20,,3,RFA,2010,"$635,000","$635,000","$585,000","$585,000",$0,$0,2008,0.015601965601965601
Chris Campoli,-,22,LD,Left,NYI,Standard (1-way),23,,3,RFA,2010,"$633,333","$633,333","$633,333","$633,333",$0,$0,2008,0.01556100737100737
Colin Fraser,-,22,C,Left,CHI,Entry-Level,20,,3,RFA,2008,"$633,333","$840,000","$650,000","$500,000","$150,000","$310,000",2008,0.01556100737100737
Brandon Dubinsky,-,21,"C, LW",Left,NYR,Entry-Level,20,,3,RFA,2009,"$633,333","$633,333","$645,000","$475,000","$170,000",$0,2008,0.01556100737100737
Milan Michalek,-,22,"LW, RW",Left,SJS,Entry-Level,18,,3,RFA,2008,"$628,267","$628,267","$942,400","$942,400",$0,$0,2008,0.015436535626535627
Dustin Boyd,-,20,C,Left,CGY,Entry-Level,20,,3,RFA,2009,"$625,000","$625,000","$650,000","$475,000","$175,000",$0,2008,0.015356265356265357
Kent Huskins,-,28,D,Left,ANA,Standard (1-way),28,,2,UFA,2009,"$625,000","$625,000","$600,000","$600,000",$0,$0,2008,0.015356265356265357
Sandis Ozolinsh,-,34,D,Left,SJS,Standard (1-way),34,,1,UFA,2008,"$625,000","$625,000","$625,000","$625,000",$0,$0,2008,0.015356265356265357
Chris Bourque,-,21,LW,Left,WSH,Entry-Level,19,,3,RFA,2009,"$625,000","$625,000","$675,000","$525,000","$150,000",$0,2008,0.015356265356265357
Kris Letang,PIT,20,RD,Right,PIT,Entry-Level,19,,3,RFA,2010,"$623,333","$835,000","$560,000","$475,000","$85,000","$290,000",2008,0.015315307125307126
Tom Pyatt,-,20,C,Left,NYR,Entry-Level,20,,3,RFA,2010,"$618,333","$850,000","$585,000","$585,000",$0,"$265,000",2008,0.015192457002457003
Milan Lucic,BOS,19,"LW, RW",Left,BOS,Entry-Level,19,,3,RFA,2010,"$618,333","$883,333","$585,000","$585,000",$0,"$265,000",2008,0.015192457002457003
Brad Marchand,BOS,19,LW,Left,BOS,Entry-Level,19,,3,RFA,2011,"$618,333","$850,000",$0,"-$85,000","$85,000",$0,2008,0.015192457002457003
Marc-Andre Cliche,-,20,C,Right,LAK,Entry-Level,20,,3,RFA,2010,"$618,333","$850,000","$585,000","$585,000",$0,"$265,000",2008,0.015192457002457003
Matthew Corrente,-,19,D,Right,NJD,Entry-Level,19,,3,RFA,2011,"$618,333","$850,000",$0,"-$85,000","$85,000",$0,2008,0.015192457002457003
Justin Pogge,-,21,G,Left,TOR,Entry-Level,19,,3,RFA,2009,"$616,667","$683,333","$675,000","$500,000","$175,000","$60,000",2008,0.015151523341523341
Brendan Mikkelson,-,20,D,Left,ANA,Entry-Level,19,,3,RFA,2010,"$615,000","$615,000","$585,000","$585,000",$0,$0,2008,0.01511056511056511
Anton Strålman,-,20,RD,Right,TOR,Entry-Level,21,,3,RFA,2010,"$615,000","$731,667","$565,000","$565,000",$0,"$150,000",2008,0.01511056511056511
Corey Perry,EDM,22,RW,Right,ANA,Entry-Level,19,,3,RFA,2008,"$614,333","$614,333","$475,000","$475,000",$0,$0,2008,0.015094176904176904
Shea Weber,ARI,21,RD,Right,NSH,Entry-Level,19,,3,RFA,2008,"$610,333","$610,333","$475,000","$475,000",$0,$0,2008,0.014995896805896806
