PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,season,Y_Salary_Cap_Percentage,Y_Salary_Cap
Peter Mueller,-,21,C,Right,ARI,Entry-Level,19,,3,RFA,2010,"$850,000","$1,700,000","$850,000","$850,000",$0,"$850,000",2009-10,0.014964788732394365,56800000
Nikolai Kulemin,-,22,"LW, RW",Left,TOR,Entry-Level,21,,3,RFA,2010,"$850,000","$1,487,500","$850,000","$850,000",$0,"$850,000",2009-10,0.014964788732394365,56800000
Tuukka Rask,-,22,G,Left,BOS,Entry-Level,24,,3,RFA,2010,"$850,000","$3,200,000","$850,000","$850,000",$0,"$2,350,000",2009-10,0.014964788732394365,56800000
Nathan Gerbe,-,21,"LW, RW",Left,BUF,Entry-Level,21,,3,RFA,2011,"$850,000","$850,000","$850,000","$765,000","$85,000",$0,2009-10,0.014964788732394365,56800000
Carey Price,MTL,21,G,Left,MTL,Entry-Level,20,,3,RFA,2010,"$850,000","$2,200,000","$850,000","$850,000",$0,"$1,350,000",2009-10,0.014964788732394365,56800000
Erik Johnson,PHI,21,RD,Right,STL,Entry-Level,19,,3,RFA,2010,"$850,000","$3,700,000","$850,000","$850,000",$0,"$2,850,000",2009-10,0.014964788732394365,56800000
Martin Hanzal,-,22,C,Left,ARI,Entry-Level,20,,3,RFA,2010,"$850,000","$980,000","$850,000","$850,000",$0,"$130,000",2009-10,0.014964788732394365,56800000
Brian Elliott,-,24,G,Left,OTT,Standard (1-way),24,,2,UFA,2011,"$850,000","$850,000","$800,000","$800,000",$0,$0,2009-10,0.014964788732394365,56800000
T.J. Oshie,WSH,22,RW,Right,STL,Entry-Level,21,,3,RFA,2011,"$850,000","$1,275,000","$850,000","$765,000","$85,000","$425,000",2009-10,0.014964788732394365,56800000
Jack Skille,-,22,RW,Right,CHI,Entry-Level,20,,3,RFA,2010,"$850,000","$1,275,000","$850,000","$850,000",$0,"$425,000",2009-10,0.014964788732394365,56800000
Nicklas Bäckström,WSH,21,C,Left,WSH,Entry-Level,20,,3,RFA,2010,"$850,000","$2,400,000","$850,000","$850,000",$0,"$1,650,000",2009-10,0.014964788732394365,56800000
Jonathan Toews,-,21,C,Left,CHI,Entry-Level,19,,3,RFA,2010,"$850,000","$2,800,000","$850,000","$850,000",$0,"$2,150,000",2009-10,0.014964788732394365,56800000
James Sheppard,-,21,C,Left,MIN,Entry-Level,19,,3,RFA,2010,"$850,000","$1,400,000","$850,000","$850,000",$0,"$600,000",2009-10,0.014964788732394365,56800000
Ben Bishop,-,22,G,Left,STL,Entry-Level,21,,3,RFA,2011,"$850,000","$893,333","$850,000","$765,000","$85,000","$10,000",2009-10,0.014964788732394365,56800000
Ondrej Pavelec,-,21,G,Left,ATL,Entry-Level,20,,3,RFA,2010,"$850,000","$1,433,333","$850,000","$850,000",$0,"$850,000",2009-10,0.014964788732394365,56800000
Michael Frolík,-,21,"LW, RW",Left,FLA,Entry-Level,20,,3,RFA,2011,"$850,000","$1,275,000","$850,000","$765,000","$85,000","$425,000",2009-10,0.014964788732394365,56800000
Bryan Little,ARI,21,"C, RW",Right,ATL,Entry-Level,20,,3,RFA,2010,"$850,000","$900,000","$850,000","$850,000",$0,$0,2009-10,0.014964788732394365,56800000
Andrew Cogliano,COL,22,LW,Left,EDM,Entry-Level,20,,3,RFA,2010,"$850,000","$1,133,333","$850,000","$850,000",$0,"$250,000",2009-10,0.014964788732394365,56800000
Evgeny Grachev,-,19,C,Left,NYR,Entry-Level,18,,3,RFA,2013,"$845,833","$865,000",$0,"-$87,500","$87,500",$0,2009-10,0.014891426056338029,56800000
Logan MacMillan,-,20,LW,Left,ANA,Entry-Level,19,,3,RFA,2012,"$845,833","$1,058,333","$875,000","$875,000",$0,"$212,500",2009-10,0.014891426056338029,56800000
Chet Pickard,-,19,G,Left,NSH,Entry-Level,18,,3,RFA,2013,"$845,833","$1,345,833",$0,"-$87,500","$87,500",$0,2009-10,0.014891426056338029,56800000
Nikita Filatov,-,19,LW,Right,CBJ,Entry-Level,18,,3,RFA,2012,"$845,833","$2,195,833","$875,000","$875,000",$0,"$1,350,000",2009-10,0.014891426056338029,56800000
Tom McCollum,-,19,G,Left,DET,Entry-Level,18,,3,RFA,2013,"$845,833","$845,833",$0,"-$87,500","$87,500",$0,2009-10,0.014891426056338029,56800000
Zach Boychuk,-,19,"LW, RW",Left,CAR,Entry-Level,18,,3,RFA,2012,"$845,833","$1,195,833","$875,000","$787,500","$87,500","$350,000",2009-10,0.014891426056338029,56800000
Cody Hodgson,-,19,"C, RW",Right,VAN,Entry-Level,18,,3,RFA,2013,"$845,833","$1,695,833",$0,"-$87,500","$87,500",$0,2009-10,0.014891426056338029,56800000
Lars Eller,PIT,20,C,Left,STL,Entry-Level,19,,3,RFA,2012,"$845,833","$1,270,833","$875,000","$787,500","$87,500","$450,000",2009-10,0.014891426056338029,56800000
Jakub Voracek,ARI,19,"RW, LW",Left,CBJ,Entry-Level,18,,3,RFA,2011,"$845,833","$1,270,833","$875,000","$787,500","$87,500","$425,000",2009-10,0.014891426056338029,56800000
Jake Allen,NJD,18,G,Left,STL,Entry-Level,18,,3,RFA,2013,"$845,833","$845,833",$0,"-$87,500","$87,500",$0,2009-10,0.014891426056338029,56800000
Alex Pietrangelo,VGK,19,RD,Right,STL,Entry-Level,18,,3,RFA,2013,"$845,833","$3,195,833",$0,"-$87,500","$87,500",$0,2009-10,0.014891426056338029,56800000
John Carlson,WSH,19,RD,Right,WSH,Entry-Level,18,,3,RFA,2012,"$845,833","$845,833","$875,000","$787,500","$87,500",$0,2009-10,0.014891426056338029,56800000
Mikael Backlund,CGY,20,C,Left,CGY,Entry-Level,19,,3,RFA,2012,"$845,833","$1,270,833","$875,000","$787,500","$87,500","$425,000",2009-10,0.014891426056338029,56800000
Kyle Turris,-,19,"C, RW",Right,ARI,Entry-Level,17,,3,RFA,2011,"$845,833","$2,695,833","$875,000","$787,500","$87,500","$1,850,000",2009-10,0.014891426056338029,56800000
Matt Jones,-,25,D,Left,ARI,Standard (2-way),24,,2,RFA,2010,"$845,000","$845,000","$875,000","$875,000",$0,$0,2009-10,0.014876760563380281,56800000
Jim Slater,-,26,C,Left,ATL,Standard (1-way),26,,1,UFA,2010,"$840,000","$840,000","$840,000","$840,000",$0,$0,2009-10,0.014788732394366197,56800000
David Jones,-,24,RW,Right,COL,Standard (1-way),24,,2,RFA,2011,"$837,500","$837,500","$825,000","$825,000",$0,$0,2009-10,0.014744718309859154,56800000
David Clarkson,-,25,RW,Right,NJD,Standard (1-way),24,,2,RFA,2010,"$837,500","$837,500","$875,000","$875,000",$0,$0,2009-10,0.014744718309859154,56800000
Alexandre Picard,-,23,LW,Left,CBJ,Standard (2-way),23,,1,RFA,2010,"$826,875","$826,875","$826,875","$826,875",$0,$0,2009-10,0.014557658450704225,56800000
Antti Niemi,-,25,G,Left,CHI,Standard (1-way),25,,1,UFA,2010,"$826,875","$826,875","$826,875","$826,875",$0,$0,2009-10,0.014557658450704225,56800000
Mike Rupp,-,29,C,Left,PIT,Standard (1-way),29,,2,UFA,2011,"$825,000","$825,000","$800,000","$800,000",$0,$0,2009-10,0.014524647887323943,56800000
Marc-Antoine Pouliot,-,24,C,Right,EDM,Standard (1-way),23,,2,UFA,2010,"$825,000","$825,000","$825,000","$825,000",$0,$0,2009-10,0.014524647887323943,56800000
Kenndal McArdle,-,22,D,Left,FLA,Entry-Level,20,,3,RFA,2010,"$823,333","$823,333","$850,000","$850,000",$0,$0,2009-10,0.014495299295774648,56800000
Riku Helenius,-,21,G,Left,TBL,Entry-Level,19,,3,RFA,2011,"$821,667","$821,667","$850,000","$765,000","$85,000",$0,2009-10,0.014465968309859155,56800000
Ryan O'Marra,-,22,RW,Right,NYI,Entry-Level,19,,3,RFA,2010,"$821,667","$1,221,667","$765,000","$680,000","$85,000","$400,000",2009-10,0.014465968309859155,56800000
Ryan Parent,-,22,D,Left,NSH,Entry-Level,19,,3,RFA,2010,"$821,667","$855,000","$765,000","$765,000",$0,$0,2009-10,0.014465968309859155,56800000
Ivan Vishnevskiy,-,21,D,Left,DAL,Entry-Level,19,,3,RFA,2011,"$821,667","$846,667","$850,000","$765,000","$85,000",$0,2009-10,0.014465968309859155,56800000
Devin Setoguchi,-,22,RW,Right,SJS,Entry-Level,18,,3,RFA,2010,"$821,667","$1,246,667","$765,000","$765,000",$0,"$425,000",2009-10,0.014465968309859155,56800000
Bobby Sanguinetti,-,21,RD,Right,NYR,Entry-Level,19,,3,RFA,2011,"$821,667","$855,000","$850,000","$765,000","$85,000",$0,2009-10,0.014465968309859155,56800000
Jakub Kindl,-,22,LD,Left,DET,Entry-Level,20,,3,RFA,2010,"$821,667","$821,667","$765,000","$765,000",$0,$0,2009-10,0.014465968309859155,56800000
Kyle Okposo,FLA,21,RW,Right,NYI,Entry-Level,19,,3,RFA,2011,"$821,667","$1,671,667","$850,000","$765,000","$85,000","$850,000",2009-10,0.014465968309859155,56800000
Semyon Varlamov,NYI,21,G,Left,WSH,Entry-Level,19,,3,RFA,2011,"$821,667","$821,667","$850,000","$765,000","$85,000",$0,2009-10,0.014465968309859155,56800000
Steve Mason,-,21,G,Right,CBJ,Entry-Level,19,,3,RFA,2011,"$821,667","$905,000","$850,000","$850,000",$0,"$50,000",2009-10,0.014465968309859155,56800000
Claude Giroux,OTT,21,"RW, C",Right,PHI,Entry-Level,19,,3,RFA,2011,"$821,667","$821,667","$850,000","$765,000","$85,000",$0,2009-10,0.014465968309859155,56800000
Patrik Berglund,-,21,"C, LW",Left,STL,Entry-Level,19,,3,RFA,2011,"$821,667","$1,246,667","$850,000","$765,000","$85,000","$425,000",2009-10,0.014465968309859155,56800000
Artem Anisimov,-,21,"C, LW",Left,NYR,Entry-Level,19,,3,RFA,2011,"$821,667","$821,667","$850,000","$765,000","$85,000",$0,2009-10,0.014465968309859155,56800000
Trevor Lewis,LAK,22,"RW, C",Right,LAK,Entry-Level,19,,3,RFA,2010,"$821,667","$855,000","$765,000","$765,000",$0,"$100,000",2009-10,0.014465968309859155,56800000
Derick Brassard,-,21,"C, LW",Left,CBJ,Entry-Level,18,,3,RFA,2010,"$821,667","$1,246,667","$765,000","$765,000",$0,"$425,000",2009-10,0.014465968309859155,56800000
Jiri Tlusty,-,21,C,Left,TOR,Entry-Level,18,,3,RFA,2010,"$821,667","$855,000","$765,000","$765,000",$0,$0,2009-10,0.014465968309859155,56800000
Michal Neuvirth,-,21,G,Left,WSH,Entry-Level,19,,3,RFA,2011,"$821,667","$821,667","$850,000","$850,000",$0,$0,2009-10,0.014465968309859155,56800000
Bobby Ryan,-,22,"RW, LW",Right,ANA,Entry-Level,19,,3,RFA,2010,"$821,667","$1,921,667","$765,000","$680,000","$85,000","$1,100,000",2009-10,0.014465968309859155,56800000
Zach Hamill,-,20,C,Right,BOS,Entry-Level,18,,3,RFA,2012,"$816,667","$1,316,667","$875,000","$787,500","$87,500","$500,000",2009-10,0.01437794014084507,56800000
Jonathon Blum,-,20,D,Right,NSH,Entry-Level,18,,3,RFA,2012,"$816,667","$941,667","$875,000","$787,500","$87,500","$125,000",2009-10,0.01437794014084507,56800000
Thomas Hickey,-,20,LD,Left,LAK,Entry-Level,18,,3,RFA,2012,"$816,667","$1,316,667","$875,000","$787,500","$87,500","$500,000",2009-10,0.01437794014084507,56800000
Logan Couture,SJS,20,C,Left,SJS,Entry-Level,18,,3,RFA,2012,"$816,667","$1,241,667","$875,000","$787,500","$87,500","$425,000",2009-10,0.01437794014084507,56800000
Brian Sutherby,-,27,C,Left,DAL,Standard (1-way),27,,2,UFA,2011,"$812,500","$812,500","$775,000","$775,000",$0,$0,2009-10,0.014304577464788732,56800000
Chris Stewart,-,21,"RW, LW",Right,COL,Entry-Level,20,,3,RFA,2010,"$811,667","$850,000","$850,000","$850,000",$0,$0,2009-10,0.014289911971830986,56800000
Nick Petrecki,-,19,D,Left,SJS,Entry-Level,20,,3,RFA,2012,"$807,833","$1,057,833","$774,500","$709,500","$65,000","$250,000",2009-10,0.014222411971830986,56800000
Guillaume Latendresse,-,22,LW,Left,MTL,Standard (1-way),23,,1,RFA,2010,"$803,250","$803,250","$803,250","$803,250",$0,$0,2009-10,0.014141725352112677,56800000
Benoit Pouliot,-,22,LW,Left,MIN,Standard (2-way),22,,1,RFA,2010,"$803,250","$803,250","$803,250","$803,250",$0,$0,2009-10,0.014141725352112677,56800000
Jay McKee,-,31,LD,Left,PIT,Standard (1-way),31,,1,UFA,2010,"$800,000","$800,000","$800,000","$800,000",$0,$0,2009-10,0.014084507042253521,56800000
Shawn Lalonde,-,19,RD,Right,CHI,Entry-Level,19,,3,RFA,2013,"$800,000","$820,000",$0,"-$80,000","$80,000",$0,2009-10,0.014084507042253521,56800000
Gilbert Brule,-,22,C,Right,EDM,Standard (2-way),22,,1,RFA,2010,"$800,000","$800,000","$800,000","$800,000",$0,$0,2009-10,0.014084507042253521,56800000
Brad Winchester,-,28,LW,Left,STL,Standard (1-way),28,,1,UFA,2010,"$800,000","$800,000","$800,000","$800,000",$0,$0,2009-10,0.014084507042253521,56800000
Alexandre Picard,-,23,D,Left,TBL,Standard (1-way),22,,2,UFA,2010,"$800,000","$800,000","$850,000","$850,000",$0,$0,2009-10,0.014084507042253521,56800000
Ville Leino,-,25,LW,Left,DET,Standard (1-way),25,,2,UFA,2011,"$800,000","$800,000","$775,000","$775,000",$0,$0,2009-10,0.014084507042253521,56800000
Mike Weaver,-,31,D,Right,STL,Standard (1-way),31,,1,UFA,2010,"$800,000","$800,000","$800,000","$800,000",$0,$0,2009-10,0.014084507042253521,56800000
Corey Crawford,-,24,G,Left,CHI,Standard (1-way),24,,2,RFA,2011,"$800,000","$800,000","$750,000","$750,000",$0,$0,2009-10,0.014084507042253521,56800000
Nick Bonino,-,21,"C, LW",Left,ANA,Entry-Level,22,,2,RFA,2011,"$796,250","$875,000","$875,000","$787,500","$87,500",$0,2009-10,0.014018485915492958,56800000
Mike Moore,-,24,LD,Left,SJS,Entry-Level,23,,2,RFA,2010,"$795,000","$1,000,000","$875,000","$875,000",$0,"$250,000",2009-10,0.013996478873239437,56800000
Leland Irving,-,21,G,Left,CGY,Entry-Level,19,,3,RFA,2011,"$793,333","$1,193,333","$765,000","$765,000",$0,"$350,000",2009-10,0.013967130281690141,56800000
Michael Grabner,-,21,"LW, RW",Left,VAN,Entry-Level,18,,3,RFA,2011,"$793,333","$843,333","$765,000","$765,000",$0,"$50,000",2009-10,0.013967130281690141,56800000
Marc Staal,PHI,22,LD,Left,NYR,Entry-Level,18,,3,RFA,2010,"$793,333","$826,667","$765,000","$765,000",$0,$0,2009-10,0.013967130281690141,56800000
Jonathan Bernier,-,20,G,Left,LAK,Entry-Level,18,,3,RFA,2011,"$793,333","$843,333","$765,000","$765,000",$0,"$150,000",2009-10,0.013967130281690141,56800000
Angelo Esposito,-,20,C,Left,ATL,Entry-Level,19,,3,RFA,2012,"$792,500","$916,667","$800,000","$712,500","$87,500","$75,000",2009-10,0.013952464788732395,56800000
Slava Voynov,-,19,RD,Right,LAK,Entry-Level,18,,3,RFA,2013,"$791,666","$845,833",$0,"-$87,500","$87,500",$0,2009-10,0.013937781690140845,56800000
Enver Lisin,-,23,RW,Left,NYR,Standard (1-way),23,,1,RFA,2010,"$790,000","$790,000","$790,000","$790,000",$0,$0,2009-10,0.013908450704225353,56800000
Ty Wishart,-,21,D,Left,SJS,Entry-Level,19,,3,RFA,2011,"$788,333","$1,121,667","$850,000","$765,000","$85,000","$300,000",2009-10,0.013879102112676057,56800000
Ryan Craig,-,27,C,Left,TBL,Standard (1-way),26,,2,UFA,2010,"$787,500","$787,500","$800,000","$800,000",$0,$0,2009-10,0.01386443661971831,56800000
Darcy Hordichuk,-,28,LW,Left,VAN,Standard (1-way),27,,3,UFA,2011,"$775,000","$775,000","$775,000","$775,000",$0,$0,2009-10,0.013644366197183098,56800000
Jaroslav Halák,-,24,G,Left,MTL,Standard (1-way),23,,2,RFA,2010,"$775,000","$775,000","$800,000","$800,000",$0,$0,2009-10,0.013644366197183098,56800000
Nick Holden,-,22,LD,Left,CBJ,Entry-Level,21,,3,RFA,2011,"$775,000","$941,667","$775,000","$687,500","$87,500","$150,000",2009-10,0.013644366197183098,56800000
Shawn Matthias,-,21,"C, LW",Left,FLA,Entry-Level,19,,3,RFA,2011,"$773,333","$821,667","$785,000","$700,000","$85,000","$65,000",2009-10,0.013615017605633804,56800000
Eric Fehr,-,23,"C, RW",Right,WSH,Standard (1-way),23,,1,RFA,2010,"$771,750","$771,750","$771,750","$771,750",$0,$0,2009-10,0.013587147887323944,56800000
Boris Valabik,-,23,LD,Left,ATL,Standard (1-way),23,,2,UFA,2011,"$762,500","$762,500","$725,000","$725,000",$0,$0,2009-10,0.013424295774647887,56800000
Jerred Smithson,-,30,C,Right,NSH,Standard (1-way),29,,2,UFA,2011,"$762,500","$762,500","$750,000","$750,000",$0,$0,2009-10,0.013424295774647887,56800000
Gregory Campbell,-,25,"C, LW",Left,FLA,Standard (1-way),24,,2,RFA,2010,"$762,500","$762,500","$762,500","$762,500",$0,$0,2009-10,0.013424295774647887,56800000
Boyd Gordon,-,25,C,Right,WSH,Standard (1-way),25,,1,RFA,2010,"$761,250","$761,250","$761,250","$761,250",$0,$0,2009-10,0.013402288732394366,56800000
Eric Godard,-,29,RW,Right,PIT,Standard (1-way),28,,3,UFA,2011,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009-10,0.013204225352112676,56800000
Fredrik Sjostrom,-,26,LW,Left,CGY,Standard (1-way),26,,2,UFA,2011,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009-10,0.013204225352112676,56800000
Shane Hnidy,-,33,RD,Right,MIN,Standard (1-way),33,,1,UFA,2010,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009-10,0.013204225352112676,56800000
Francis Bouillon,-,33,LD,Left,NSH,Standard (1-way),33,,1,UFA,2010,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009-10,0.013204225352112676,56800000
Nigel Dawes,-,24,LW,Left,CGY,Standard (1-way),24,,2,RFA,2011,"$750,000","$750,000","$850,000","$850,000",$0,$0,2009-10,0.013204225352112676,56800000
Erik Christensen,-,25,C,Left,ANA,Standard (1-way),25,,1,UFA,2010,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009-10,0.013204225352112676,56800000
Marc-Andre Bergeron,-,28,D,Left,MTL,Standard (1-way),28,,1,UFA,2010,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009-10,0.013204225352112676,56800000
Stephane Veilleux,-,27,LW,Left,TBL,Standard (1-way),27,,1,UFA,2010,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009-10,0.013204225352112676,56800000
Viktor Stalberg,-,23,"LW, RW",Left,TOR,Entry-Level,23,,2,RFA,2011,"$750,000","$850,000","$715,000","$630,000","$85,000","$135,000",2009-10,0.013204225352112676,56800000
Alex Stalock,ANA,21,G,Left,SJS,Entry-Level,22,,2,RFA,2011,"$750,000","$850,000","$715,000","$630,000","$85,000","$135,000",2009-10,0.013204225352112676,56800000
Bruno Gervais,-,24,D,Right,NYI,Standard (1-way),23,,3,RFA,2011,"$740,833","$740,833","$740,833","$740,833",$0,$0,2009-10,0.013042834507042253,56800000
Justin Abdelkader,-,22,"LW, RW",Left,DET,Entry-Level,21,,3,RFA,2010,"$740,000","$850,000","$710,000","$710,000",$0,"$140,000",2009-10,0.013028169014084507,56800000
Kyle Clifford,TOR,18,LW,Left,LAK,Entry-Level,18,,3,RFA,2013,"$740,000","$900,000",$0,"-$90,000","$90,000",$0,2009-10,0.013028169014084507,56800000
Nicolas Deschamps,-,19,C,Left,ANA,Entry-Level,19,,3,RFA,2013,"$737,500","$875,000",$0,"-$87,500","$87,500",$0,2009-10,0.012984154929577465,56800000
Brett MacLean,-,20,RW,Right,ARI,Entry-Level,20,,3,RFA,2011,"$737,500","$875,000","$737,500","$650,000","$87,500","$137,500",2009-10,0.012984154929577465,56800000
Aaron Palushaj,-,19,RW,Right,STL,Entry-Level,20,,3,RFA,2012,"$737,500","$883,333","$687,500","$600,000","$87,500","$212,500",2009-10,0.012984154929577465,56800000
Andy Greene,-,26,LD/RD,Left,NJD,Standard (1-way),26,,2,UFA,2011,"$737,500","$737,500","$725,000","$725,000",$0,$0,2009-10,0.012984154929577465,56800000
Bryan Lerg,-,23,C,Left,EDM,Entry-Level,22,,2,UFA,2010,"$737,500","$875,000","$737,500","$737,500",$0,"$137,500",2009-10,0.012984154929577465,56800000
Nick Spaling,-,20,"C, LW",Left,NSH,Entry-Level,20,,3,RFA,2011,"$737,500","$891,667","$737,500","$650,000","$87,500","$137,500",2009-10,0.012984154929577465,56800000
Dan Bertram,-,22,RW,Right,CHI,Entry-Level,21,,3,RFA,2011,"$735,000","$735,000","$735,000","$735,000",$0,$0,2009-10,0.012940140845070423,56800000
Mike Blunden,-,22,RW,Right,CBJ,Standard (2-way),22,,1,RFA,2010,"$735,000","$735,000","$735,000","$735,000",$0,$0,2009-10,0.012940140845070423,56800000
Taylor Chorney,-,22,RD,Left,EDM,Entry-Level,21,,3,RFA,2011,"$735,000","$941,667","$735,000","$650,000","$85,000","$165,000",2009-10,0.012940140845070423,56800000
Jody Shelley,-,33,LW,Left,SJS,Standard (1-way),32,,2,UFA,2010,"$725,000","$725,000","$725,000","$725,000",$0,$0,2009-10,0.012764084507042254,56800000
David Steckel,-,27,C,Left,WSH,Standard (1-way),26,,1,UFA,2010,"$725,000","$725,000","$725,000","$725,000",$0,$0,2009-10,0.012764084507042254,56800000
Pekka Rinne,-,26,G,Left,NSH,Standard (1-way),25,,1,UFA,2010,"$725,000","$725,000","$725,000","$725,000",$0,$0,2009-10,0.012764084507042254,56800000
Al Montoya,-,24,G,Left,ARI,Standard (2-way),23,,2,RFA,2010,"$725,000","$725,000","$750,000","$750,000",$0,$0,2009-10,0.012764084507042254,56800000
Tomas Fleischmann,-,25,LW,Left,WSH,Standard (1-way),23,,2,RFA,2010,"$725,000","$725,000","$725,000","$725,000",$0,$0,2009-10,0.012764084507042254,56800000
Tyler Kennedy,-,22,C,Right,PIT,Standard (1-way),22,,2,RFA,2011,"$725,000","$725,000","$725,000","$725,000",$0,$0,2009-10,0.012764084507042254,56800000
Jimmy Howard,-,25,G,Left,DET,Standard (1-way),24,,3,UFA,2011,"$716,667","$716,667","$750,000","$750,000",$0,$0,2009-10,0.012617376760563381,56800000
Cameron Gaunce,-,19,LD,Left,COL,Entry-Level,19,,3,RFA,2013,"$716,667","$875,000",$0,"-$87,500","$87,500",$0,2009-10,0.012617376760563381,56800000
Rob Schremp,-,23,C,Left,EDM,Standard (2-way),23,,1,RFA,2010,"$715,000","$715,000","$715,000","$715,000",$0,$0,2009-10,0.012588028169014085,56800000
Jeff Schultz,-,23,LD,Left,WSH,Standard (2-way),23,,1,RFA,2010,"$715,000","$715,000","$715,000","$715,000",$0,$0,2009-10,0.012588028169014085,56800000
Akim Aliu,-,20,RW,Right,CHI,Entry-Level,19,,3,RFA,2012,"$713,333","$845,833","$637,500","$550,000","$87,500","$237,500",2009-10,0.01255867957746479,56800000
Adam Burish,-,26,RW,Right,CHI,Standard (1-way),25,,2,UFA,2010,"$712,500","$712,500","$712,500","$712,500",$0,$0,2009-10,0.012544014084507043,56800000
Ben Maxwell,-,21,C,Left,MTL,Entry-Level,20,,3,RFA,2011,"$710,000","$850,000","$710,000","$625,000","$85,000","$140,000",2009-10,0.0125,56800000
Eric Tangradi,-,20,LW,Left,ANA,Entry-Level,19,,3,RFA,2012,"$708,333","$845,833","$727,500","$640,000","$87,500","$147,500",2009-10,0.012470651408450705,56800000
T.J. Hensick,-,23,RW,Right,COL,Entry-Level,21,,3,RFA,2010,"$706,667","$850,000","$850,000","$850,000",$0,$0,2009-10,0.01244132042253521,56800000
Brendan Bell,-,26,D,Left,OTT,Standard (2-way),25,,1,UFA,2010,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009-10,0.01232394366197183,56800000
Lukas Krajicek,-,26,D,Left,TBL,Standard (1-way),26,,1,UFA,2010,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009-10,0.01232394366197183,56800000
David Hale,-,28,D,Left,ARI,Standard (1-way),27,,2,UFA,2010,"$700,000","$700,000","$725,000","$725,000",$0,$0,2009-10,0.01232394366197183,56800000
Chris Chelios,-,47,D,Right,ATL,35+ (2-way),48,,1,UFA,2010,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009-10,0.01232394366197183,56800000
Devan Dubnyk,-,23,G,Left,EDM,Standard (2-way),23,,1,RFA,2010,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009-10,0.01232394366197183,56800000
Manny Malhotra,-,29,C,Left,SJS,Standard (1-way),29,,1,UFA,2010,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009-10,0.01232394366197183,56800000
Zack Stortini,-,23,RW,Right,EDM,Standard (1-way),23,,3,UFA,2011,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009-10,0.01232394366197183,56800000
Lauri Korpikoski,-,22,"LW, RW",Left,ARI,Standard (1-way),22,,2,RFA,2011,"$700,000","$700,000","$650,000","$650,000",$0,$0,2009-10,0.01232394366197183,56800000
Colin Fraser,-,24,C,Left,CHI,Standard (1-way),24,,1,RFA,2010,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009-10,0.01232394366197183,56800000
Adam Pardy,-,25,LD,Left,CGY,Standard (1-way),25,,2,UFA,2011,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009-10,0.01232394366197183,56800000
Michael Ratchuk,-,21,D,Left,PHI,Entry-Level,20,,3,RFA,2011,"$693,333","$850,000","$685,000","$600,000","$85,000","$165,000",2009-10,0.01220656690140845,56800000
Mason Raymond,-,23,LW,Left,VAN,Entry-Level,21,,3,RFA,2010,"$693,333","$883,333","$760,000","$675,000","$85,000","$90,000",2009-10,0.01220656690140845,56800000
Taylor Doherty,-,18,D,Right,SJS,Entry-Level,19,,3,RFA,2014,"$690,000","$900,000",$0,"-$90,000","$90,000",$0,2009-10,0.012147887323943661,56800000
Tomas Tatar,SEA,18,"LW, RW",Left,DET,Entry-Level,18,,3,RFA,2014,"$690,000","$900,000",$0,"-$90,000","$90,000",$0,2009-10,0.012147887323943661,56800000
Raymond Sawada,-,Deceased (38),RW,Right,DAL,Entry-Level,23,,2,RFA,2010,"$687,500","$687,500","$700,000","$700,000",$0,$0,2009-10,0.01210387323943662,56800000
Byron Bitz,-,24,RW,Right,BOS,Standard (1-way),24,,2,UFA,2011,"$687,500","$687,500","$675,000","$675,000",$0,$0,2009-10,0.01210387323943662,56800000
Eric Nystrom,-,26,"LW, RW",Left,CGY,Standard (1-way),25,,2,UFA,2010,"$687,500","$687,500","$687,500","$687,500",$0,$0,2009-10,0.01210387323943662,56800000
Jay Beagle,-,23,C,Right,WSH,Entry-Level,22,,2,RFA,2010,"$687,500","$875,000","$687,500","$687,500",$0,"$187,500",2009-10,0.01210387323943662,56800000
Maxim Lapierre,-,24,C,Right,MTL,Standard (1-way),23,,2,RFA,2010,"$687,500","$687,500","$800,000","$800,000",$0,$0,2009-10,0.01210387323943662,56800000
Dustin Kohn,-,22,D,Left,NYI,Entry-Level,20,,3,RFA,2010,"$686,667","$686,667","$735,000","$735,000",$0,$0,2009-10,0.012089207746478873,56800000
Jamie McBain,-,21,RD,Right,CAR,Entry-Level,22,,3,RFA,2012,"$685,000","$850,000","$635,000","$550,000","$85,000","$215,000",2009-10,0.012059859154929577,56800000
